mimi123,0.22751322751322722
mimi123,0.7222222222222222
mimi123,0.8915343915343918
NiX,0.20899470899470884
NiX,0.4788359788359791
NiX,0.6005291005291002
NiX,0.5952381154216784
NiX,0.5793650995486626
NiX,0.5634920836756466
NiX,0.5529100529100526
NiX,0.5423280221444586
NiX,0.5370370370370368
NiX,0.5264550062714428
NiX,0.5158730360565991
NiX,0.5105819903984269
NiX,0.505291005291005
NiX,0.48412700431056727
NiX,0.4682539581621763
NiX,0.45238094228916037
NiX,0.42592592592592565
NiX,0.4047618946701128
NiX,0.37830687830687804
NiX,0.35185186194364326
NiX,0.3359788460706274
NiX,0.31481481481481455
NiX,0.29365078355900165
NiX,0.2619047518129699
NiX,0.25132275132275106
NiX,0.23015872006693816
NiX,0.20899470394881287
NiX,0.193121688075797
NiX,0.18783068783068757
NiX,0.16666667171256222
NiX,0.16137565632976525
NiX,0.14021164021163995
NiX,0.12433862433862408
NiX,0.09788360040654553
NiX,0.08730158477863914
NiX,0.0820105845335296
NiX,0.06613756866051379
NiX,0.055555553032607397
NiX,0.02910052910052885
NiX,0.013227513227512921
NiX,0.0
NiX,0.27248677248677233
mimi1234,0.2698412698412698
mimi1234,0.12698412698412698
mimi123,0.20105820105820135
romeo999,0.19576719576719548
romeo999,0.18518518518518548
romeo999,0.1798941798941796
romeo999,0.1746031746031746
