hello123,0.23809523809523808
NiX,0.22751322751322722
NiX,0.05291005291005261
NiX,0.20634920634920634
NiX,0.9576719576719573
NiX,0.0899470899470898
selamat123,0.23280423280423265
selamat123,0.23280423280423265
selamat123,0.15873015873015872
selamat123,0.15873015873015872
he444,0.15873015873015872
mimi123,0.23809523809523808
mimi123,0.09523809523809523
romeo999,0.1111111111111111
tomato123,0.16878980891719736
tomato123,0.07961783439490447
tomato123,1.0
tomato123,0.054140127388535124
tomato123,1.0
tomato123,0.04140127388535023
tomato123,0.3089171974522294
tomato123,0.3089171974522294
tomato123,0.08598726114649691
tomato123,0.08598726114649691
mimi123,0.9140127388535029
mimi123,0.054140127388535124
NiX,0.9904458598726114
test333,0.7993630573248406
test333,0.7993630573248406
mimi123,0.4506369426751594
testing4,0.20859872611465005
testing4,0.1066878980891718
